date,region,deaths
2020-03-18,Marche,92
2020-03-18,Molise,1
2020-03-18,Piemonte,154
2020-03-18,Puglia,19
2020-03-18,Sardegna,2
2020-03-18,Sicilia,3
2020-03-18,Toscana,22
2020-03-18,Trentino-Alto Adige,16
2020-03-18,Umbria,2
2020-03-18,Valle d'Aosta,3
2020-03-18,Veneto,94
2020-03-19,Abruzzo,11
2020-03-19,Basilicata,0
2020-03-19,Calabria,3
2020-03-19,Campania,17
2020-03-19,Emilia-Romagna,531
2020-03-19,Friuli Venezia Giulia,36
2020-03-19,Lazio,38
2020-03-19,Liguria,91
2020-03-19,Lombardia,2168
2020-03-19,Marche,115
2020-03-19,Molise,2
2020-03-19,Piemonte,175
2020-03-19,Puglia,25
2020-03-19,Sardegna,2
2020-03-19,Sicilia,4
2020-03-19,Toscana,38
2020-03-19,Trentino-Alto Adige,26
2020-03-19,Umbria,2
2020-03-19,Valle d'Aosta,6
2020-03-19,Veneto,115
2020-03-20,Abruzzo,17
2020-03-20,Basilicata,0
2020-03-20,Calabria,4
2020-03-20,Campania,17
2020-03-20,Emilia-Romagna,640
2020-03-20,Friuli Venezia Giulia,38
2020-03-20,Lazio,43
2020-03-20,Liguria,119
2020-03-20,Lombardia,2549
2020-03-20,Marche,137
2020-03-20,Molise,5
2020-03-20,Piemonte,209
2020-03-20,Puglia,26
2020-03-20,Sardegna,2
2020-03-20,Sicilia,4
2020-03-20,Toscana,47
2020-03-20,Trentino-Alto Adige,30
2020-03-20,Umbria,7
2020-03-20,Valle d'Aosta,7
2020-03-20,Veneto,131
2020-03-21,Abruzzo,22
2020-03-21,Basilicata,0
2020-03-21,Calabria,5
2020-03-21,Campania,22
2020-03-21,Emilia-Romagna,715
2020-03-21,Friuli Venezia Giulia,42
2020-03-21,Lazio,50
2020-03-21,Liguria,152
2020-03-21,Lombardia,3095
2020-03-21,Marche,154
2020-03-21,Molise,7
2020-03-21,Piemonte,238
2020-03-21,Puglia,29
2020-03-21,Sardegna,4
2020-03-21,Sicilia,6
2020-03-21,Toscana,72
2020-03-21,Trentino-Alto Adige,48
2020-03-21,Umbria,10
2020-03-21,Valle d'Aosta,8
2020-03-21,Veneto,146
2020-03-22,Abruzzo,33
2020-03-22,Basilicata,0
2020-03-22,Calabria,8
2020-03-22,Campania,29
2020-03-22,Emilia-Romagna,816
2020-03-22,Friuli Venezia Giulia,47
2020-03-22,Lazio,53
2020-03-22,Liguria,171
2020-03-22,Lombardia,3456
2020-03-22,Marche,184
2020-03-22,Molise,7
2020-03-22,Piemonte,283
2020-03-22,Puglia,31
2020-03-22,Sardegna,7
2020-03-22,Sicilia,8
2020-03-22,Toscana,91
2020-03-22,Trentino-Alto Adige,58
2020-03-22,Umbria,16
2020-03-22,Valle d'Aosta,9
2020-03-22,Veneto,169
2020-03-23,Abruzzo,38
2020-03-23,Basilicata,1
2020-03-23,Calabria,7
2020-03-23,Campania,49
2020-03-23,Emilia-Romagna,892
2020-03-23,Friuli Venezia Giulia,54
2020-03-23,Lazio,63
2020-03-23,Liguria,212
2020-03-23,Lombardia,3776
2020-03-23,Marche,203
2020-03-23,Molise,7
2020-03-23,Piemonte,315
2020-03-23,Puglia,37
2020-03-23,Sardegna,11
2020-03-23,Sicilia,13
2020-03-23,Toscana,109
2020-03-23,Trentino-Alto Adige,70
2020-03-23,Umbria,16
2020-03-23,Valle d'Aosta,12
2020-03-23,Veneto,192
2020-03-24,Abruzzo,46
2020-03-24,Basilicata,1
2020-03-24,Calabria,10
2020-03-24,Campania,56
2020-03-24,Emilia-Romagna,985
2020-03-24,Friuli Venezia Giulia,64
2020-03-24,Lazio,80
2020-03-24,Liguria,231
2020-03-24,Lombardia,4178
2020-03-24,Marche,231
2020-03-24,Molise,8
2020-03-24,Piemonte,374
2020-03-24,Puglia,44
2020-03-24,Sardegna,15
2020-03-24,Sicilia,20
2020-03-24,Toscana,129
2020-03-24,Trentino-Alto Adige,94
2020-03-24,Umbria,19
2020-03-24,Valle d'Aosta,19
2020-03-24,Veneto,216
2020-03-25,Abruzzo,52
2020-03-25,Basilicata,1
2020-03-25,Calabria,11
2020-03-25,Campania,74
2020-03-25,Emilia-Romagna,1077
2020-03-25,Friuli Venezia Giulia,70
2020-03-25,Lazio,95
2020-03-25,Liguria,254
2020-03-25,Lombardia,4474
2020-03-25,Marche,287
2020-03-25,Molise,8
2020-03-25,Piemonte,449
2020-03-25,Puglia,48
2020-03-25,Sardegna,18
2020-03-25,Sicilia,25
2020-03-25,Toscana,142
2020-03-25,Trentino-Alto Adige,117
2020-03-25,Umbria,19
2020-03-25,Valle d'Aosta,24
2020-03-25,Veneto,258
2020-03-26,Abruzzo,63
2020-03-26,Basilicata,1
2020-03-26,Calabria,14
2020-03-26,Campania,83
2020-03-26,Emilia-Romagna,1174
2020-03-26,Friuli Venezia Giulia,72
2020-03-26,Lazio,106
2020-03-26,Liguria,280
2020-03-26,Lombardia,4861
2020-03-26,Marche,310
2020-03-26,Molise,8
2020-03-26,Piemonte,449
2020-03-26,Puglia,65
2020-03-26,Sardegna,19
2020-03-26,Sicilia,33
2020-03-26,Toscana,158
2020-03-26,Trentino-Alto Adige,134
2020-03-26,Umbria,20
2020-03-26,Valle d'Aosta,28
2020-03-26,Veneto,287
2020-03-27,Abruzzo,68
2020-03-27,Basilicata,3
2020-03-27,Calabria,18
2020-03-27,Campania,98
2020-03-27,Emilia-Romagna,1267
2020-03-27,Friuli Venezia Giulia,76
2020-03-27,Lazio,118
2020-03-27,Liguria,331
2020-03-27,Lombardia,5402
2020-03-27,Marche,336
2020-03-27,Molise,9
2020-03-27,Piemonte,569
2020-03-27,Puglia,69
2020-03-27,Sardegna,21
2020-03-27,Sicilia,39
2020-03-27,Toscana,177
2020-03-27,Trentino-Alto Adige,162
2020-03-27,Umbria,21
2020-03-27,Valle d'Aosta,37
2020-03-27,Veneto,313
2020-03-28,Abruzzo,76
2020-03-28,Basilicata,3
2020-03-28,Calabria,21
2020-03-28,Campania,109
2020-03-28,Emilia-Romagna,1344
2020-03-28,Friuli Venezia Giulia,87
2020-03-28,Lazio,124
2020-03-28,Liguria,358
2020-03-28,Lombardia,5944
2020-03-28,Marche,364
2020-03-28,Molise,9
2020-03-28,Piemonte,617
2020-03-28,Puglia,71
2020-03-28,Sardegna,26
2020-03-28,Sicilia,57
2020-03-28,Toscana,198
2020-03-28,Trentino-Alto Adige,184
2020-03-28,Umbria,28
2020-03-28,Valle d'Aosta,41
2020-03-28,Veneto,362
2020-03-29,Abruzzo,88
2020-03-29,Basilicata,4
2020-03-29,Calabria,25
2020-03-29,Campania,117
2020-03-29,Emilia-Romagna,1443
2020-03-29,Friuli Venezia Giulia,98
2020-03-29,Lazio,136
2020-03-29,Liguria,377
2020-03-29,Lombardia,6360
2020-03-29,Marche,386
2020-03-29,Molise,9
2020-03-29,Piemonte,684
2020-03-29,Puglia,86
2020-03-29,Sardegna,27
2020-03-29,Sicilia,65
2020-03-29,Toscana,215
2020-03-29,Trentino-Alto Adige,193
2020-03-29,Umbria,31
2020-03-29,Valle d'Aosta,43
2020-03-29,Veneto,392
2020-03-30,Abruzzo,102
2020-03-30,Basilicata,5
2020-03-30,Calabria,31
2020-03-30,Campania,125
2020-03-30,Emilia-Romagna,1538
2020-03-30,Friuli Venezia Giulia,107
2020-03-30,Lazio,150
2020-03-30,Liguria,397
2020-03-30,Lombardia,6818
2020-03-30,Marche,417
2020-03-30,Molise,9
2020-03-30,Piemonte,749
2020-03-30,Puglia,91
2020-03-30,Sardegna,28
2020-03-30,Sicilia,76
2020-03-30,Toscana,231
2020-03-30,Trentino-Alto Adige,221
2020-03-30,Umbria,33
2020-03-30,Valle d'Aosta,50
2020-03-30,Veneto,413
2020-03-31,Abruzzo,115
2020-03-31,Basilicata,7
2020-03-31,Calabria,36
2020-03-31,Campania,133
2020-03-31,Emilia-Romagna,1644
2020-03-31,Friuli Venezia Giulia,113
2020-03-31,Lazio,162
2020-03-31,Liguria,428
2020-03-31,Lombardia,7199
2020-03-31,Marche,452
2020-03-31,Molise,9
2020-03-31,Piemonte,854
2020-03-31,Puglia,110
2020-03-31,Sardegna,31
2020-03-31,Sicilia,81
2020-03-31,Toscana,244
2020-03-31,Trentino-Alto Adige,240
2020-03-31,Umbria,37
2020-03-31,Valle d'Aosta,56
2020-03-31,Veneto,477
2020-04-01,Abruzzo,123
2020-04-01,Basilicata,9
2020-04-01,Calabria,38
2020-04-01,Campania,148
2020-04-01,Emilia-Romagna,1732
2020-04-01,Friuli Venezia Giulia,122
2020-04-01,Lazio,169
2020-04-01,Liguria,460
2020-04-01,Lombardia,7593
2020-04-01,Marche,477
2020-04-01,Molise,10
2020-04-01,Piemonte,886
2020-04-01,Puglia,129
2020-04-01,Sardegna,34
2020-04-01,Sicilia,88
2020-04-01,Toscana,253
2020-04-01,Trentino-Alto Adige,289
2020-04-01,Umbria,37
2020-04-01,Valle d'Aosta,59
2020-04-01,Veneto,499
2020-04-02,Abruzzo,133
2020-04-02,Basilicata,10
2020-04-02,Calabria,41
2020-04-02,Campania,167
2020-04-02,Emilia-Romagna,1811
2020-04-02,Friuli Venezia Giulia,129
2020-04-02,Lazio,185
2020-04-02,Liguria,488
2020-04-02,Lombardia,7960
2020-04-02,Marche,503
2020-04-02,Molise,11
2020-04-02,Piemonte,983
2020-04-02,Puglia,144
2020-04-02,Sardegna,40
2020-04-02,Sicilia,93
2020-04-02,Toscana,268
2020-04-02,Trentino-Alto Adige,316
2020-04-02,Umbria,38
2020-04-02,Valle d'Aosta,63
2020-04-02,Veneto,532
2020-04-03,Abruzzo,146
2020-04-03,Basilicata,11
2020-04-03,Calabria,45
2020-04-03,Campania,181
2020-04-03,Emilia-Romagna,1902
2020-04-03,Friuli Venezia Giulia,136
2020-04-03,Lazio,199
2020-04-03,Liguria,519
2020-04-03,Lombardia,8311
2020-04-03,Marche,557
2020-04-03,Molise,11
2020-04-03,Piemonte,1043
2020-04-03,Puglia,164
2020-04-03,Sardegna,41
2020-04-03,Sicilia,101
2020-04-03,Toscana,290
2020-04-03,Trentino-Alto Adige,343
2020-04-03,Umbria,39
2020-04-03,Valle d'Aosta,70
2020-04-03,Veneto,572
2020-04-04,Abruzzo,153
2020-04-04,Basilicata,11
2020-04-04,Calabria,49
2020-04-04,Campania,186
2020-04-04,Emilia-Romagna,1977
2020-04-04,Friuli Venezia Giulia,145
2020-04-04,Lazio,212
2020-04-04,Liguria,542
2020-04-04,Lombardia,8656
2020-04-04,Marche,574
2020-04-04,Molise,11
2020-04-04,Piemonte,1128
2020-04-04,Puglia,173
2020-04-04,Sardegna,41
2020-04-04,Sicilia,111
2020-04-04,Toscana,307
2020-04-04,Trentino-Alto Adige,356
2020-04-04,Umbria,41
2020-04-04,Valle d'Aosta,82
2020-04-04,Veneto,607
2020-04-05,Abruzzo,158
2020-04-05,Basilicata,13
2020-04-05,Calabria,56
2020-04-05,Campania,189
2020-04-05,Emilia-Romagna,2051
2020-04-05,Friuli Venezia Giulia,154
2020-04-05,Lazio,219
2020-04-05,Liguria,556
2020-04-05,Lombardia,8905
2020-04-05,Marche,599
2020-04-05,Molise,13
2020-04-05,Piemonte,1168
2020-04-05,Puglia,182
2020-04-05,Sardegna,43
2020-04-05,Sicilia,116
2020-04-05,Toscana,325
2020-04-05,Trentino-Alto Adige,375
2020-04-05,Umbria,43
2020-04-05,Valle d'Aosta,91
2020-04-05,Veneto,631
2020-04-06,Abruzzo,169
2020-04-06,Basilicata,13
2020-04-06,Calabria,58
2020-04-06,Campania,204
2020-04-06,Emilia-Romagna,2108
2020-04-06,Friuli Venezia Giulia,158
2020-04-06,Lazio,229
2020-04-06,Liguria,595
2020-04-06,Lombardia,9202
2020-04-06,Marche,612
2020-04-06,Molise,13
2020-04-06,Piemonte,1251
2020-04-06,Puglia,195
2020-04-06,Sardegna,47
2020-04-06,Sicilia,123
2020-04-06,Toscana,350
2020-04-06,Trentino-Alto Adige,394
2020-04-06,Umbria,44
2020-04-06,Valle d'Aosta,96
2020-04-06,Veneto,662
2020-04-07,Abruzzo,172
2020-04-07,Basilicata,14
2020-04-07,Calabria,60
2020-04-07,Campania,216
2020-04-07,Emilia-Romagna,2180
2020-04-07,Friuli Venezia Giulia,164
2020-04-07,Lazio,238
2020-04-07,Liguria,620
2020-04-07,Lombardia,9484
2020-04-07,Marche,630
2020-04-07,Molise,13
2020-04-07,Piemonte,1319
2020-04-07,Puglia,209
2020-04-07,Sardegna,52
2020-04-07,Sicilia,125
2020-04-07,Toscana,369
2020-04-07,Trentino-Alto Adige,418
2020-04-07,Umbria,49
2020-04-07,Valle d'Aosta,100
2020-04-07,Veneto,695
2020-04-08,Abruzzo,179
2020-04-08,Basilicata,14
2020-04-08,Calabria,60
2020-04-08,Campania,221
2020-04-08,Emilia-Romagna,2234
2020-04-08,Friuli Venezia Giulia,169
2020-04-08,Lazio,244
2020-04-08,Liguria,654
2020-04-08,Lombardia,9722
2020-04-08,Marche,652
2020-04-08,Molise,13
2020-04-08,Piemonte,1378
2020-04-08,Puglia,219
2020-04-08,Sardegna,59
2020-04-08,Sicilia,133
2020-04-08,Toscana,392
2020-04-08,Trentino-Alto Adige,438
2020-04-08,Umbria,50
2020-04-08,Valle d'Aosta,102
2020-04-08,Veneto,736
2020-04-09,Abruzzo,194
2020-04-09,Basilicata,15
